problem_id,skill
642241,Conversion of Fraction Decimals Percents
418356,Addition and Subtraction Fractions
585554,Equation Solving Two or Fewer Steps
91218,Median
75519,Circumference 
74020,Probability of a Single Event
404910,Finding Slope from Ordered Pairs
87048,Division Fractions
399566,Percent Of
171076,Area Irregular Figure
172611,Area Triangle
94072,Pattern Finding 
163397,Equation Solving More Than Two Steps
163549,Equation Solving More Than Two Steps
114759,Effect of Changing Dimensions of a Shape Prportionally
409939,Addition and Subtraction Fractions
56705,Scatter Plot
107817,Equation Solving Two or Fewer Steps
613120,Area Trapezoid
88627,Multiplication and Division Positive Decimals
533341,Equation Solving Two or Fewer Steps
108250,Equation Solving More Than Two Steps
606877,Ordering Fractions
417668,Addition and Subtraction Fractions
372890,Multiplication Division by Powers of 10
196911,Pythagorean Theorem
135549,Surface Area Rectangular Prism
345490,Exponents
125195,Unit Conversion Standard to Metric
366110,Circle Graph
134738,Polynomial Factors
612243,Unit Conversion Within a System
114086,Point Plotting
170742,Area Circle
185947,Unit Rate
531252,"Order of Operations +,-,/,* () positive reals"
58706,Proportion
658441,Multiplication Fractions
434040,Conversion of Fraction Decimals Percents
171672,Perimeter of a Polygon
417299,Addition and Subtraction Fractions
129487,Volume Pyramid
685318,Picking Expressions From Choices
171303,Area Parallelogram
658583,Multiplication Fractions
335554,Finding Percents
169815,Area Rectangle
218677,Division Fractions
86221,Least Common Multiple
53964,Addition and Subtraction Integers
149175,Simplifying Expressions positive exponents
652542,Addition and Subtraction Integers
173024,Area Trapezoid
72615,Calculations with Similar Figures
637414,Multiplication and Division Integers
87584,Divisibility Rules
561422,Addition and Subtraction Integers
702841,Simplifying Expressions positive exponents
672285,Volume Sphere
984,Graph Shape
148559,Simplifying Expressions positive exponents
668746,Properties and Classification Prism
171346,Area Trapezoid
561430,Addition and Subtraction Integers
91359,Area Rectangle
71656,Complementary and Supplementary Angles
89871,Volume Rectangular Prism
702992,Simplifying Expressions positive exponents
125712,Substitution
24171,Addition and Subtraction Positive Decimals
418323,Addition and Subtraction Fractions
97653,Equation Solving Two or Fewer Steps
247664,Mean
122846,Unit Conversion Within a System
513496,Prime Factor
374055,Addition and Subtraction Positive Decimals
169717,Area Rectangle
335207,Range
91186,Median
119307,Probability of a Single Event
260125,Properties and Classification Circle
609279,Equation Solving Two or Fewer Steps
634545,Mode
403254,Multiplication and Division Positive Decimals
517705,Multiplication and Division Integers
123890,Unit Conversion Within a System
13112,Pattern Finding
170920,Area Irregular Figure
208092,Divisibility Rules
675032,Addition and Subtraction Integers
702529,Simplifying Expressions positive exponents
75629,Circumference 
85911,Conversion of Fraction Decimals Percents
170241,Quadratic Formula to Solve Quadratic Equation
95003,Calculations with Similar Figures
674863,Percent Of
140073,"Angles - Obtuse, Acute, and Right"
409363,Addition and Subtraction Fractions
417854,Addition and Subtraction Fractions
370623,Prime Factor
334990,Mean
94872,Percent Of
169743,Area Rectangle
42078,Addition Whole Numbers
418318,Addition and Subtraction Fractions
123865,Unit Conversion Within a System
523397,Multiplication and Division Positive Decimals
87019,Proportion
523114,Division Fractions
289620,Box and Whisker
122307,Recognize Linear Pattern
685451,Equation Solving Two or Fewer Steps
89518,Circumference 
543132,Multiplication and Division Positive Decimals
124516,Unit Conversion Within a System
185492,Square Root
674880,Percent Of
170799,Area Circle
53900,Addition and Subtraction Integers
417885,Addition and Subtraction Fractions
658286,Addition and Subtraction Fractions
234613,Multiplication and Division Positive Decimals
533972,Properties and Classification Triangles
37152,Unit Rate
74026,Probability of a Single Event
419226,Addition and Subtraction Fractions
503555,Division Fractions
405376,"Parts of a Polyomial, Terms, Coefficient, Monomial, Exponent, Variable"
187670,Addition and Subtraction Positive Decimals
160530,Polynomial Factors
51578,Exponents
261771,Mean
90606,Pattern Finding 
84625,Percent Of
339660,Equation Solving Two or Fewer Steps
76292,Area Trapezoid
3556,Interior Angles Figures with More than 3 Sides
406387,Solving Systems of Linear Equations
89177,Interior Angles Figures with More than 3 Sides
418495,Addition and Subtraction Fractions
432903,Multiplication Fractions
124507,Unit Conversion Within a System
126758,Surface Area Sphere
637288,Circumference 
257685,Properties and Classification Rectangular Prisms
543157,Multiplication Fractions
143055,Angles on Parallel Lines Cut by a Transversal
53319,Ordering Integers
509402,Addition and Subtraction Fractions
188138,Multiplication and Division Positive Decimals
87176,Unit Rate
401218,Square Root
613476,Calculations with Similar Figures
480278,Addition and Subtraction Integers
171844,Circumference 
75638,Area Circle
338849,Absolute Value
126196,Volume Sphere
97766,Equation Solving Two or Fewer Steps
600843,Interpreting Coordinate Graphs 
77548,Area Irregular Figure
257440,Median
403367,Proportion
123851,Unit Conversion Within a System
335092,Median
153369,Quadratic Equation Solving
129590,Finding Slope From Equation
419142,Addition and Subtraction Fractions
210614,Equivalent Fractions
503556,Division Fractions
661578,Interior Angles Triangle
397670,Equivalent Fractions
227390,Composition of Function Adding
9283,Proportion
115255,Counting Methods
90161,Surface Area Rectangular Prism
42938,Mode
255899,Solving for a variable
123297,Unit Conversion Within a System
217628,Range
139616,Probability of Two Distinct Events
172493,Area Parallelogram
49717,Write Linear Equation from Situation
124312,Unit Conversion Within a System
555530,Volume Rectangular Prism
365519,Percent Increase or Decrease
408102,Addition and Subtraction Positive Decimals
334883,Conversion of Fraction Decimals Percents
524150,Addition and Subtraction Integers
566565,Properties and Classification Triangles
61460,Unit Rate
484858,Addition and Subtraction Integers
89857,Addition and Subtraction Integers
525382,Congruence
685330,Order of Operations All
171209,Area Parallelogram
94668,Equation Solving Two or Fewer Steps
66223,Ordering Fractions
172631,Area Triangle
188130,Multiplication and Division Positive Decimals
365950,Addition Whole Numbers
86639,Proportion
335366,Addition and Subtraction Positive Decimals
137289,Finding y-intercept from Linear Equation
766177,Unit Rate
140027,"Angles - Obtuse, Acute, and Right"
675048,Addition and Subtraction Integers
661734,Interior Angles Triangle
65741,Ordering Fractions
516173,Division Fractions
123615,Unit Conversion Within a System
86703,Proportion
173196,Circumference 
550990,Recognize Linear Pattern
523631,Multiplication and Division Integers
163510,Equation Solving More Than Two Steps
254133,Interior Angles Triangle
321359,Addition and Subtraction Positive Decimals
140429,Pythagorean Theorem
1363,Multiplication and Division Positive Decimals
173941,Equation Solving More Than Two Steps
334822,Conversion of Fraction Decimals Percents
219350,Multiplying non Monomial Polynomials
90106,Multiplication and Division Integers
533295,Multiplication and Division Positive Decimals
201770,Write Linear Equation from Slope and y-intercept
160274,Polynomial Factors
668740,Properties and Classification Prism
575706,Multiplication Whole Numbers
173170,Circumference 
92393,Range
257428,Median
606934,Ordering Fractions
426436,Division Fractions
171695,Perimeter of a Polygon
91108,Median
93667,Counting Methods
87198,Unit Rate
58712,Proportion
122292,Recognize Linear Pattern
400959,Greatest Common Factor
130206,Volume Cone
85894,Conversion of Fraction Decimals Percents
49698,Write Linear Equation from Situation
430301,Write Linear Equation from Situation
85953,Conversion of Fraction Decimals Percents
125504,Unit Conversion Standard to Metric
418083,Addition and Subtraction Fractions
398049,Conversion of Fraction Decimals Percents
658653,Division Fractions
94689,Equation Solving Two or Fewer Steps
334257,Exponents
160455,Polynomial Factors
36109,Histogram as Table or Graph
137316,Finding y-intercept from Linear Equation
86380,Scale Factor
77326,Volume Sphere
365877,Multiplication and Division Positive Decimals
88489,Rounding
609263,Equation Solving Two or Fewer Steps
600059,Division Fractions
121843,Divisibility Rules
121879,Divisibility Rules
89125,Interior Angles Figures with More than 3 Sides
550152,Area Parallelogram
365773,Multiplication and Division Positive Decimals
334876,Conversion of Fraction Decimals Percents
400531,Polynomial Factors
85025,Order of Operations All
121827,Divisibility Rules
108062,Equation Solving More Than Two Steps
97644,Equation Solving Two or Fewer Steps
119346,Probability of a Single Event
668010,"Angles - Obtuse, Acute, and Right"
137441,Interior Angles Figures with More than 3 Sides
419118,Addition and Subtraction Fractions
71781,Congruence
210660,Proportion
289589,Box and Whisker
53274,Ordering Integers
170881,Area Irregular Figure
87532,Divisibility Rules
417705,Addition and Subtraction Fractions
532538,Order of Operations All
71795,Congruence
658588,Multiplication Fractions
114222,"Parts of a Polyomial, Terms, Coefficient, Monomial, Exponent, Variable"
334988,Mean
137241,Finding y-intercept from Linear Equation
254178,Interior Angles Triangle
257704,Properties and Classification Rectangular Prisms
94677,Equation Solving Two or Fewer Steps
127419,Surface Area Sphere
593734,Proportion
529667,Substitution
97669,Equation Solving Two or Fewer Steps
3151,Point Plotting
171400,Area Trapezoid
42307,Finding Percents
66850,"Order of Operations +,-,/,* () positive reals"
425694,Multiplication and Division Positive Decimals
127457,Surface Area Rectangular Prism
685394,Absolute Value
148545,Simplifying Expressions positive exponents
702975,Simplifying Expressions positive exponents
124257,Unit Conversion Within a System
513591,Prime Factor
403785,Order of Operations All
44652,Finding Ratios
402124,Multiplication Fractions
515929,Multiplication Fractions
110055,Range
513179,Ordering Whole Numbers
659942,Equation Solving Two or Fewer Steps
123281,Unit Conversion Within a System
89400,Area Circle
55175,Solving for a variable
88134,Equation Solving Two or Fewer Steps
114265,"Parts of a Polyomial, Terms, Coefficient, Monomial, Exponent, Variable"
53987,Addition and Subtraction Positive Decimals
672565,Area Parallelogram
613761,Percent Of
563482,Equation Solving Two or Fewer Steps
187106,Distributive Property
128292,Solving Systems of Linear Equations
401363,Exponents
441858,Area Triangle
161487,Polynomial Factors
66327,Ordering Positive Decimals
201685,Write Linear Equation from Slope and y-intercept
660149,Unit Rate
89415,Area Circle
513659,Bar Graph
401123,Write Linear Equation from Situation
341832,Multiplication Whole Numbers
417442,Addition and Subtraction Fractions
232258,Making a Table from an Equation
86280,Scale Factor
482368,Percent Of
163511,Equation Solving More Than Two Steps
89493,Circumference 
187641,Addition and Subtraction Positive Decimals
148538,Simplifying Expressions positive exponents
188140,Multiplication and Division Positive Decimals
330771,"Order of Operations +,-,/,* () positive reals"
140506,Pythagorean Theorem
419923,Addition and Subtraction Fractions
248592,Combining Like Terms
143000,Angles on Parallel Lines Cut by a Transversal
86558,Calculations with Similar Figures
417931,Addition and Subtraction Fractions
660516,Volume Rectangular Prism
633996,"Parts of a Polyomial, Terms, Coefficient, Monomial, Exponent, Variable"
127677,Surface Area Cylinder
651570,Unit Rate
171141,Area Parallelogram
